"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","chrom","strand","left","right","symbol","name","location"
"ENSG00000197622",1827.149,-0.219,0.041,-5.346,0,0,"1","-",151023446,151042801,"CDC42SE1","CDC42 small effector 1 [Source:HGNC Symbol;Acc:HGNC:17719]","1:151023446-151042801"
"ENSG00000213190",237.122,-0.321,0.062,-5.142,0,0,"1","+",151030233,151040970,"MLLT11","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11 [Source:HGNC Symbol;Acc:HGNC:16997]","1:151030233-151040970"
"ENSG00000143458",324.02,-0.17,0.061,-2.788,0.005,0.023,"1","+",151043053,151070391,"GABPB2","GA binding protein transcription factor, beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:28441]","1:151043053-151070391"
"ENSG00000163155",135.685,0.254,0.076,3.356,0.001,0.004,"1","-",151132223,151138395,"LYSMD1","LysM, putative peptidoglycan-binding, domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32070]","1:151132223-151138395"
"ENSG00000143398",1479.889,0.41,0.055,7.488,0,0,"1","+",151170424,151204237,"PIP5K1A","phosphatidylinositol-4-phosphate 5-kinase, type I, alpha [Source:HGNC Symbol;Acc:HGNC:8994]","1:151170424-151204237"
"ENSG00000143373",782.553,-0.18,0.042,-4.258,0,0,"1","+",151254093,151259181,"ZNF687","zinc finger protein 687 [Source:HGNC Symbol;Acc:HGNC:29277]","1:151254093-151259181"
"ENSG00000143393",1089.721,-0.318,0.036,-8.887,0,0,"1","-",151264272,151300191,"PI4KB","phosphatidylinositol 4-kinase, catalytic, beta [Source:HGNC Symbol;Acc:HGNC:8984]","1:151264272-151300191"
"ENSG00000143390",601.847,-0.392,0.047,-8.422,0,0,"1","-",151313115,151319727,"RFX5","regulatory factor X5 [Source:HGNC Symbol;Acc:HGNC:9986]","1:151313115-151319727"
"ENSG00000224645",34.304,-0.445,0.135,-3.31,0.001,0.005,"1","+",151313123,151314442,"RP11-126K1.8","","1:151313123-151314442"
"ENSG00000143416",904.277,-0.343,0.078,-4.411,0,0,"1","-",151336777,151345209,"SELENBP1","selenium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10719]","1:151336777-151345209"
"ENSG00000143367",1317.161,0.443,0.082,5.375,0,0,"1","+",151512780,151556059,"TUFT1","tuftelin 1 [Source:HGNC Symbol;Acc:HGNC:12422]","1:151512780-151556059"
"ENSG00000143376",666.603,0.239,0.061,3.925,0,0.001,"1","+",151584540,151671554,"SNX27","sorting nexin family member 27 [Source:HGNC Symbol;Acc:HGNC:20073]","1:151584540-151671554"
"ENSG00000143450",199.971,-0.237,0.066,-3.604,0,0.002,"1","+",151735444,151743805,"OAZ3","ornithine decarboxylase antizyme 3 [Source:HGNC Symbol;Acc:HGNC:8097]","1:151735444-151743805"
"ENSG00000182134",438.165,-0.225,0.05,-4.5,0,0,"1","-",151742582,151762964,"TDRKH","tudor and KH domain containing [Source:HGNC Symbol;Acc:HGNC:11713]","1:151742582-151762964"
"ENSG00000269489",1.943,-0.725,0.265,-2.732,0.006,0.027,"1","+",151770529,151771078,"RP11-98D18.17","","1:151770529-151771078"
"ENSG00000143365",209.865,-1.077,0.062,-17.486,0,0,"1","-",151778546,151798567,"RORC","RAR-related orphan receptor C [Source:HGNC Symbol;Acc:HGNC:10260]","1:151778546-151798567"
"ENSG00000225556",5.016,-0.646,0.256,-2.525,0.012,0.046,"1","-",151810294,151813033,"C2CD4D","C2 calcium-dependent domain containing 4D [Source:HGNC Symbol;Acc:HGNC:37210]","1:151810294-151813033"
"ENSG00000197747",5253.86,0.697,0.054,12.877,0,0,"1","-",151955390,151966866,"S100A10","S100 calcium binding protein A10 [Source:HGNC Symbol;Acc:HGNC:10487]","1:151955390-151966866"
"ENSG00000229021",23.006,0.864,0.181,4.788,0,0,"1","+",151967006,152015250,"AL591893.1","","1:151967006-152015250"
"ENSG00000163191",4394.664,0.201,0.054,3.721,0,0.001,"1","-",152004981,152009511,"S100A11","S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:HGNC:10488]","1:152004981-152009511"
"ENSG00000159450",6.042,-0.638,0.238,-2.686,0.007,0.031,"1","-",152078792,152086556,"TCHH","trichohyalin [Source:HGNC Symbol;Acc:HGNC:11791]","1:152078792-152086556"
"ENSG00000163207",59.913,-0.508,0.131,-3.879,0,0.001,"1","+",152881020,152884362,"IVL","involucrin [Source:HGNC Symbol;Acc:HGNC:6187]","1:152881020-152884362"
"ENSG00000169418",4.816,0.898,0.253,3.553,0,0.002,"1","+",153651112,153666468,"NPR1","natriuretic peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:7943]","1:153651112-153666468"
"ENSG00000143624",1108.254,-0.239,0.048,-4.961,0,0,"1","+",153700542,153746555,"INTS3","integrator complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26153]","1:153700542-153746555"
"ENSG00000143554",366.391,-0.467,0.115,-4.058,0,0,"1","+",153746829,153752633,"SLC27A3","solute carrier family 27 (fatty acid transporter), member 3 [Source:HGNC Symbol;Acc:HGNC:10997]","1:153746829-153752633"
"ENSG00000143614",656.48,-0.353,0.043,-8.248,0,0,"1","-",153777200,153895451,"GATAD2B","GATA zinc finger domain containing 2B [Source:HGNC Symbol;Acc:HGNC:30778]","1:153777200-153895451"
"ENSG00000198837",836.732,-0.177,0.06,-2.938,0.003,0.015,"1","-",153901976,153905741,"DENND4B","DENN/MADD domain containing 4B [Source:HGNC Symbol;Acc:HGNC:29044]","1:153901976-153905741"
"ENSG00000160741",549.302,-0.245,0.048,-5.164,0,0,"1","-",153920144,153931091,"CRTC2","CREB regulated transcription coactivator 2 [Source:HGNC Symbol;Acc:HGNC:27301]","1:153920144-153931091"
"ENSG00000143570",2303.216,-0.333,0.048,-6.986,0,0,"1","-",153931574,153936048,"SLC39A1","solute carrier family 39 (zinc transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:12876]","1:153931574-153936048"
"ENSG00000143578",958.242,-0.425,0.057,-7.465,0,0,"1","+",153940009,153941444,"CREB3L4","cAMP responsive element binding protein 3-like 4 [Source:HGNC Symbol;Acc:HGNC:18854]","1:153940009-153941444"
"ENSG00000272654",21.849,-0.569,0.164,-3.478,0.001,0.003,"1","+",153950218,153951636,"RP11-422P24.11","","1:153950218-153951636"
"ENSG00000143545",1365.448,-0.197,0.041,-4.798,0,0,"1","-",153954126,153958828,"RAB13","RAB13, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9762]","1:153954126-153958828"
"ENSG00000143549",4423.675,-0.133,0.04,-3.302,0.001,0.005,"1","-",154127783,154155648,"TPM3","tropomyosin 3 [Source:HGNC Symbol;Acc:HGNC:12012]","1:154127783-154155648"
"ENSG00000143515",489.718,-0.888,0.066,-13.519,0,0,"1","+",154298028,154310322,"ATP8B2","ATPase, aminophospholipid transporter, class I, type 8B, member 2 [Source:HGNC Symbol;Acc:HGNC:13534]","1:154298028-154310322"
"ENSG00000160712",122.046,-0.382,0.093,-4.105,0,0,"1","+",154377668,154441926,"IL6R","interleukin 6 receptor [Source:HGNC Symbol;Acc:HGNC:6019]","1:154377668-154441926"
"ENSG00000163344",903.862,0.349,0.067,5.18,0,0,"1","-",154897209,154909467,"PMVK","phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]","1:154897209-154909467"
"ENSG00000160691",2228.2,0.172,0.038,4.558,0,0,"1","-",154934773,154943217,"SHC1","SHC (Src homology 2 domain containing) transforming protein 1 [Source:HGNC Symbol;Acc:HGNC:10840]","1:154934773-154943217"
"ENSG00000160685",1097.402,-0.143,0.042,-3.43,0.001,0.003,"1","+",154975126,154989244,"ZBTB7B","zinc finger and BTB domain containing 7B [Source:HGNC Symbol;Acc:HGNC:18668]","1:154975126-154989244"
"ENSG00000143537",6379.338,0.221,0.046,4.766,0,0,"1","+",155023041,155028714,"ADAM15","ADAM metallopeptidase domain 15 [Source:HGNC Symbol;Acc:HGNC:193]","1:155023041-155028714"
"ENSG00000143590",350.906,0.265,0.068,3.918,0,0.001,"1","+",155036223,155059278,"EFNA3","ephrin-A3 [Source:HGNC Symbol;Acc:HGNC:3223]","1:155036223-155059278"
"ENSG00000169242",546.969,-0.465,0.055,-8.485,0,0,"1","+",155099935,155107333,"EFNA1","ephrin-A1 [Source:HGNC Symbol;Acc:HGNC:3221]","1:155099935-155107333"
"ENSG00000163462",134.719,-0.619,0.084,-7.404,0,0,"1","+",155145872,155154535,"TRIM46","tripartite motif containing 46 [Source:HGNC Symbol;Acc:HGNC:19019]","1:155145872-155154535"
"ENSG00000160753",1092.312,-0.356,0.047,-7.537,0,0,"1","+",155290686,155300903,"RUSC1","RUN and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17153]","1:155290686-155300903"
"ENSG00000125459",479.533,0.217,0.058,3.739,0,0.001,"1","+",155579978,155718153,"MSTO1","misato 1, mitochondrial distribution and morphology regulator [Source:HGNC Symbol;Acc:HGNC:29678]","1:155579978-155718153"
"ENSG00000163374",965.757,0.389,0.038,10.369,0,0,"1","-",155629236,155640882,"YY1AP1","YY1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30935]","1:155629236-155640882"
"ENSG00000132676",1567.157,0.171,0.037,4.656,0,0,"1","+",155657750,155659128,"DAP3","death associated protein 3 [Source:HGNC Symbol;Acc:HGNC:2673]","1:155657750-155659128"
"ENSG00000143622",606.319,0.627,0.059,10.676,0,0,"1","-",155867598,155881195,"RIT1","Ras-like without CAAX 1 [Source:HGNC Symbol;Acc:HGNC:10023]","1:155867598-155881195"
"ENSG00000116584",797.705,-0.902,0.047,-19.018,0,0,"1","-",155916629,155942111,"ARHGEF2","Rho/Rac guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:682]","1:155916629-155942111"
"ENSG00000273002",13.438,-0.752,0.19,-3.963,0,0,"1","+",155948589,155952777,"RP11-336K24.12","","1:155948589-155952777"
"ENSG00000160803",1874.949,0.429,0.029,14.568,0,0,"1","-",156005091,156023585,"UBQLN4","ubiquilin 4 [Source:HGNC Symbol;Acc:HGNC:1237]","1:156005091-156023585"
"ENSG00000254726",365.888,0.438,0.064,6.895,0,0,"1","-",156041803,156051789,"MEX3A","mex-3 RNA binding family member A [Source:HGNC Symbol;Acc:HGNC:33482]","1:156041803-156051789"
"ENSG00000222611",5.035,0.668,0.249,2.688,0.007,0.03,"1","+",156047163,156047245,"AL355388.1","","1:156047163-156047245"
"ENSG00000160789",4875.229,-0.352,0.048,-7.366,0,0,"1","+",156052363,156104278,"LMNA","lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]","1:156052363-156104278"
"ENSG00000196189",522.064,-0.21,0.043,-4.886,0,0,"1","+",156117156,156131289,"SEMA4A","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A [Source:HGNC Symbol;Acc:HGNC:10729]","1:156117156-156131289"
"ENSG00000163472",561.263,-0.429,0.056,-7.73,0,0,"1","+",156252725,156262234,"TMEM79","transmembrane protein 79 [Source:HGNC Symbol;Acc:HGNC:28196]","1:156252725-156262234"
"ENSG00000132677",26.423,-0.451,0.156,-2.898,0.004,0.017,"1","+",156339002,156341670,"RHBG","Rh family, B glycoprotein (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14572]","1:156339002-156341670"
"ENSG00000116604",332.585,-0.523,0.067,-7.759,0,0,"1","-",156433518,156453222,"MEF2D","myocyte enhancer factor 2D [Source:HGNC Symbol;Acc:HGNC:6997]","1:156433518-156453222"
"ENSG00000143320",3010.411,-0.231,0.057,-4.06,0,0,"1","-",156669397,156675393,"CRABP2","cellular retinoic acid binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2339]","1:156669397-156675393"
"ENSG00000143303",447.776,-0.155,0.056,-2.792,0.005,0.023,"1","+",156698233,156706741,"RRNAD1","ribosomal RNA adenine dimethylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24273]","1:156698233-156706741"
"ENSG00000187800",57.975,-0.74,0.105,-7.025,0,0,"1","+",156863489,156876512,"PEAR1","platelet endothelial aggregation receptor 1 [Source:HGNC Symbol;Acc:HGNC:33631]","1:156863489-156876512"
"ENSG00000132694",835.471,-0.265,0.055,-4.787,0,0,"1","-",156904631,157015162,"ARHGEF11","Rho guanine nucleotide exchange factor 11 [Source:HGNC Symbol;Acc:HGNC:14580]","1:156904631-157015162"
"ENSG00000224520",740.033,-0.348,0.074,-4.683,0,0,"1","+",157043048,157044495,"KRT8P45","keratin 8 pseudogene 45 [Source:HGNC Symbol;Acc:HGNC:39879]","1:157043048-157044495"
"ENSG00000117036",371.786,0.355,0.064,5.546,0,0,"1","-",157090982,157108159,"ETV3","ets variant 3 [Source:HGNC Symbol;Acc:HGNC:3492]","1:157090982-157108159"
"ENSG00000183853",252.323,-0.227,0.064,-3.537,0,0.002,"1","+",157963062,158065841,"KIRREL","kin of IRRE like (Drosophila) [Source:HGNC Symbol;Acc:HGNC:15734]","1:157963062-158065841"
"ENSG00000227295",36.505,2.277,0.163,13.939,0,0,"1","-",158145639,158147545,"ELL2P1","elongation factor, RNA polymerase II, 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39343]","1:158145639-158147545"
"ENSG00000158716",137.916,-0.329,0.093,-3.551,0,0.002,"1","+",159750721,159752333,"DUSP23","dual specificity phosphatase 23 [Source:HGNC Symbol;Acc:HGNC:21480]","1:159750721-159752333"
"ENSG00000213085",33.993,-0.974,0.131,-7.449,0,0,"1","-",159842153,159843204,"CFAP45","cilia and flagella associated protein 45 [Source:HGNC Symbol;Acc:HGNC:17229]","1:159842153-159843204"
"ENSG00000085552",473.526,-0.836,0.057,-14.73,0,0,"1","-",159896828,159902259,"IGSF9","immunoglobulin superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:18132]","1:159896828-159902259"
"ENSG00000132681",31.782,0.726,0.141,5.165,0,0,"1","+",160121359,160156767,"ATP1A4","ATPase, Na+/K+ transporting, alpha 4 polypeptide [Source:HGNC Symbol;Acc:HGNC:14073]","1:160121359-160156767"
"ENSG00000143318",6.908,1.03,0.241,4.279,0,0,"1","+",160160284,160171674,"CASQ1","calsequestrin 1 [Source:HGNC Symbol;Acc:HGNC:1512]","1:160160284-160171674"
"ENSG00000227741",169.53,0.253,0.084,3.003,0.003,0.013,"1","-",160171988,160178659,"RP11-536C5.7","","1:160171988-160178659"
"ENSG00000162734",2139.377,0.28,0.03,9.438,0,0,"1","+",160175126,160185166,"PEA15","phosphoprotein enriched in astrocytes 15 [Source:HGNC Symbol;Acc:HGNC:8822]","1:160175126-160185166"
"ENSG00000213080",153.615,0.381,0.077,4.963,0,0,"1","+",160864769,160865866,"RP11-312J18.5","","1:160864769-160865866"
"ENSG00000158769",2388.711,0.147,0.035,4.152,0,0,"1","-",160965000,160991138,"F11R","F11 receptor [Source:HGNC Symbol;Acc:HGNC:14685]","1:160965000-160991138"
"ENSG00000186517",39.856,-0.655,0.129,-5.061,0,0,"1","-",161016735,161039660,"ARHGAP30","Rho GTPase activating protein 30 [Source:HGNC Symbol;Acc:HGNC:27414]","1:161016735-161039660"
"ENSG00000143217",816.328,-0.707,0.065,-10.907,0,0,"1","-",161040784,161059389,"PVRL4","poliovirus receptor-related 4 [Source:HGNC Symbol;Acc:HGNC:19688]","1:161040784-161059389"
"ENSG00000143256",432.462,0.218,0.056,3.904,0,0.001,"1","-",161070345,161087845,"PFDN2","prefoldin subunit 2 [Source:HGNC Symbol;Acc:HGNC:8867]","1:161070345-161087845"
"ENSG00000158796",525.358,-0.129,0.041,-3.119,0.002,0.009,"1","-",161090763,161100887,"DEDD","death effector domain containing [Source:HGNC Symbol;Acc:HGNC:2755]","1:161090763-161100887"
"ENSG00000143258",587.447,-0.25,0.043,-5.815,0,0,"1","+",161129239,161132158,"USP21","ubiquitin specific peptidase 21 [Source:HGNC Symbol;Acc:HGNC:12620]","1:161129239-161132158"
"ENSG00000158850",672.142,-0.156,0.041,-3.818,0,0.001,"1","-",161141099,161147275,"B4GALT3","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3 [Source:HGNC Symbol;Acc:HGNC:926]","1:161141099-161147275"
"ENSG00000158882",349.979,-0.281,0.05,-5.56,0,0,"1","+",161195792,161200397,"TOMM40L","translocase of outer mitochondrial membrane 40 homolog (yeast)-like [Source:HGNC Symbol;Acc:HGNC:25756]","1:161195792-161200397"
"ENSG00000143257",97.588,-0.291,0.099,-2.947,0.003,0.015,"1","-",161199455,161207891,"NR1I3","nuclear receptor subfamily 1 group I member 3 [Source:HGNC Symbol;Acc:HGNC:7969]","1:161199455-161207891"
"ENSG00000248485",287.963,-0.159,0.057,-2.774,0.006,0.024,"1","+",161228516,161255240,"PCP4L1","Purkinje cell protein 4 like 1 [Source:HGNC Symbol;Acc:HGNC:20448]","1:161228516-161255240"
"ENSG00000162746",8.032,1.043,0.228,4.582,0,0,"1","+",161691352,161697933,"FCRLB","Fc receptor-like B [Source:HGNC Symbol;Acc:HGNC:26431]","1:161691352-161697933"
"ENSG00000198929",47.903,0.903,0.151,5.986,0,0,"1","+",162039563,162338241,"NOS1AP","nitric oxide synthase 1 adaptor protein [Source:HGNC Symbol;Acc:HGNC:16859]","1:162039563-162338241"
"ENSG00000239887",140.959,1.153,0.082,14,0,0,"1","+",162336697,162353167,"C1orf226","chromosome 1 open reading frame 226 [Source:HGNC Symbol;Acc:HGNC:34351]","1:162336697-162353167"
"ENSG00000132196",73.834,-0.491,0.099,-4.95,0,0,"1","+",162760491,162782607,"HSD17B7","hydroxysteroid (17-beta) dehydrogenase 7 [Source:HGNC Symbol;Acc:HGNC:5215]","1:162760491-162782607"
"ENSG00000213070",61.338,1.117,0.11,10.114,0,0,"1","+",164326003,164326601,"HMGB3P6","high mobility group box 3 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:39283]","1:164326003-164326601"
"ENSG00000143179",939.084,0.258,0.048,5.36,0,0,"1","+",165796767,165877346,"UCK2","uridine-cytidine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12562]","1:165796767-165877346"
"ENSG00000143162",2375.154,0.446,0.044,10.074,0,0,"1","-",167498913,167515417,"CREG1","cellular repressor of E1A-stimulated genes 1 [Source:HGNC Symbol;Acc:HGNC:2351]","1:167498913-167515417"
"ENSG00000143147",77.242,0.575,0.098,5.85,0,0,"1","-",168053996,168105624,"GPR161","G protein-coupled receptor 161 [Source:HGNC Symbol;Acc:HGNC:23694]","1:168053996-168105624"
"ENSG00000213064",1155.054,0.222,0.062,3.56,0,0.002,"1","+",168195175,168206008,"SFT2D2","SFT2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25140]","1:168195175-168206008"
"ENSG00000143153",2922.593,1.636,0.041,39.605,0,0,"1","+",169074934,169101960,"ATP1B1","ATPase, Na+/K+ transporting, beta 1 polypeptide [Source:HGNC Symbol;Acc:HGNC:804]","1:169074934-169101960"
"ENSG00000143156",311.25,0.532,0.078,6.84,0,0,"1","-",169101768,169159948,"NME7","NME/NM23 family member 7 [Source:HGNC Symbol;Acc:HGNC:20461]","1:169101768-169159948"
"ENSG00000117475",509.309,0.222,0.069,3.202,0.001,0.007,"1","+",169337207,169346621,"BLZF1","basic leucine zipper nuclear factor 1 [Source:HGNC Symbol;Acc:HGNC:1065]","1:169337207-169346621"
"ENSG00000117479",245.36,0.75,0.078,9.644,0,0,"1","-",169433146,169455241,"SLC19A2","solute carrier family 19 (thiamine transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:10938]","1:169433146-169455241"
"ENSG00000171806",88.646,-0.311,0.089,-3.51,0,0.003,"1","-",169761669,169763830,"METTL18","methyltransferase like 18 [Source:HGNC Symbol;Acc:HGNC:28793]","1:169761669-169763830"
"ENSG00000000457",239.333,-0.393,0.059,-6.711,0,0,"1","-",169818771,169863093,"SCYL3","SCY1-like, kinase-like 3 [Source:HGNC Symbol;Acc:HGNC:19285]","1:169818771-169863093"
"ENSG00000120370",88.976,-0.24,0.095,-2.531,0.011,0.045,"1","+",170501269,170522587,"GORAB","golgin, RAB6-interacting [Source:HGNC Symbol;Acc:HGNC:25676]","1:170501269-170522587"
"ENSG00000010165",693.443,-0.168,0.038,-4.396,0,0,"1","+",171750787,171766101,"METTL13","methyltransferase like 13 [Source:HGNC Symbol;Acc:HGNC:24248]","1:171750787-171766101"
"ENSG00000203739",17.775,0.457,0.176,2.603,0.009,0.038,"1","-",173386931,173430501,"RP11-296O14.3","","1:173386931-173430501"
"ENSG00000117592",3289.206,0.472,0.046,10.189,0,0,"1","+",173446404,173457946,"PRDX6","peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753]","1:173446404-173457946"
"ENSG00000234741",1794.049,0.494,0.065,7.547,0,0,"1","-",173833037,173837127,"GAS5","growth arrest specific 5 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:16355]","1:173833037-173837127"
"ENSG00000135870",334.171,-0.219,0.073,-3.016,0.003,0.012,"1","-",173900351,173991435,"RC3H1","ring finger and CCCH-type domains 1 [Source:HGNC Symbol;Acc:HGNC:29434]","1:173900351-173991435"
"ENSG00000116161",1135.456,0.201,0.034,5.892,0,0,"1","+",174968299,174980851,"CACYBP","calcyclin binding protein [Source:HGNC Symbol;Acc:HGNC:30423]","1:174968299-174980851"
"ENSG00000120332",2.744,1.81,0.264,6.848,0,0,"1","+",175036993,175117202,"TNN","tenascin N [Source:HGNC Symbol;Acc:HGNC:22942]","1:175036993-175117202"
"ENSG00000235750",1064.53,1.56,0.052,29.917,0,0,"1","-",175126122,175161929,"KIAA0040","KIAA0040 [Source:HGNC Symbol;Acc:HGNC:28950]","1:175126122-175161929"
"ENSG00000260938",5.973,-0.754,0.246,-3.063,0.002,0.011,"1","+",178449741,178450341,NA,NA,"1:178449741-178450341"
"ENSG00000057252",425.738,-0.393,0.055,-7.086,0,0,"1","+",179262924,179322942,"SOAT1","sterol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:11177]","1:179262924-179322942"
"ENSG00000227141",4.503,-1.407,0.254,-5.537,0,0,"1","+",179555839,179558310,"RP11-545A16.3","","1:179555839-179558310"
"ENSG00000162782",171.979,-0.593,0.077,-7.68,0,0,"1","+",179560747,179660405,"TDRD5","tudor domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20614]","1:179560747-179660405"
"ENSG00000169905",1614.453,0.87,0.043,20.023,0,0,"1","-",179809101,179846934,"TOR1AIP2","torsin A interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:24055]","1:179809101-179846934"
"ENSG00000116260",1799.591,0.64,0.036,17.956,0,0,"1","+",180123968,180173165,"QSOX1","quiescin sulfhydryl oxidase 1 [Source:HGNC Symbol;Acc:HGNC:9756]","1:180123968-180173165"
"ENSG00000135835",48.886,-0.447,0.11,-4.064,0,0,"1","+",180882289,180883192,"KIAA1614","KIAA1614 [Source:HGNC Symbol;Acc:HGNC:29327]","1:180882289-180883192"
"ENSG00000232586",15.704,-0.534,0.176,-3.031,0.002,0.012,"1","-",180918834,180924023,"KIAA1614-AS1","KIAA1614 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50644]","1:180918834-180924023"
"ENSG00000153029",448.623,-0.226,0.048,-4.728,0,0,"1","+",181003066,181024725,"MR1","major histocompatibility complex, class I-related [Source:HGNC Symbol;Acc:HGNC:4975]","1:181003066-181024725"
"ENSG00000162783",663.895,0.516,0.047,10.933,0,0,"1","+",181057637,181059977,"IER5","immediate early response 5 [Source:HGNC Symbol;Acc:HGNC:5393]","1:181057637-181059977"
"ENSG00000272198",10.874,0.787,0.21,3.739,0,0.001,"1","+",181060244,181062035,NA,NA,"1:181060244-181062035"
"ENSG00000135821",4257.128,1.068,0.03,35.146,0,0,"1","-",182350838,182361341,"GLUL","glutamate-ammonia ligase [Source:HGNC Symbol;Acc:HGNC:4341]","1:182350838-182361341"
"ENSG00000135828",129.232,-0.373,0.087,-4.274,0,0,"1","-",182542768,182558391,"RNASEL","ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent) [Source:HGNC Symbol;Acc:HGNC:10050]","1:182542768-182558391"
"ENSG00000143333",40.389,1.58,0.135,11.679,0,0,"1","-",182567757,182573543,"RGS16","regulator of G-protein signaling 16 [Source:HGNC Symbol;Acc:HGNC:9997]","1:182567757-182573543"
"ENSG00000176855",93.936,-0.536,0.103,-5.204,0,0,"1","-",182928208,182929540,"KRT18P28","keratin 18 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:33397]","1:182928208-182929540"
"ENSG00000116698",1943.706,-0.171,0.051,-3.343,0.001,0.004,"1","+",183441350,183498149,"SMG7","SMG7 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:16792]","1:183441350-183498149"
"ENSG00000116701",180.87,-0.389,0.081,-4.799,0,0,"1","-",183524697,183560011,"NCF2","neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661]","1:183524697-183560011"
"ENSG00000198860",463.758,0.133,0.047,2.836,0.005,0.02,"1","+",184020810,184043346,"TSEN15","tRNA splicing endonuclease subunit 15 [Source:HGNC Symbol;Acc:HGNC:16791]","1:184020810-184043346"
"ENSG00000116406",700.384,-0.211,0.083,-2.548,0.011,0.043,"1","-",184659364,184724047,"EDEM3","ER degradation enhancer, mannosidase alpha-like 3 [Source:HGNC Symbol;Acc:HGNC:16787]","1:184659364-184724047"
"ENSG00000121486",399.21,-0.268,0.064,-4.207,0,0,"1","-",185087219,185126116,"TRMT1L","tRNA methyltransferase 1 like [Source:HGNC Symbol;Acc:HGNC:16782]","1:185087219-185126116"
"ENSG00000116679",930.266,0.263,0.049,5.332,0,0,"1","-",185265519,185275632,"IVNS1ABP","influenza virus NS1A binding protein [Source:HGNC Symbol;Acc:HGNC:16951]","1:185265519-185275632"
"ENSG00000143341",29.776,-0.504,0.15,-3.36,0.001,0.004,"1","+",185703682,186160081,"HMCN1","hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]","1:185703682-186160081"
"ENSG00000116785",13.869,-0.789,0.184,-4.288,0,0,"1","+",196743924,196763203,"CFHR3","complement factor H-related 3 [Source:HGNC Symbol;Acc:HGNC:16980]","1:196743924-196763203"
"ENSG00000066279",1539.693,-0.479,0.083,-5.784,0,0,"1","-",197053257,197115824,"ASPM","abnormal spindle microtubule assembly [Source:HGNC Symbol;Acc:HGNC:19048]","1:197053257-197115824"
"ENSG00000177888",372.525,-0.538,0.096,-5.587,0,0,"1","-",197122809,197169672,"ZBTB41","zinc finger and BTB domain containing 41 [Source:HGNC Symbol;Acc:HGNC:24819]","1:197122809-197169672"
"ENSG00000213047",205.882,0.842,0.097,8.651,0,0,"1","-",197473877,197552350,"DENND1B","DENN/MADD domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28404]","1:197473877-197552350"
"ENSG00000116833",40.521,0.539,0.128,4.204,0,0,"1","+",199996729,200146552,"NR5A2","nuclear receptor subfamily 5 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7984]","1:199996729-200146552"
"ENSG00000162702",584.518,0.435,0.084,5.199,0,0,"1","-",200374067,200379184,"ZNF281","zinc finger protein 281 [Source:HGNC Symbol;Acc:HGNC:13075]","1:200374067-200379184"
"ENSG00000118200",1052.723,0.373,0.08,4.669,0,0,"1","+",200708685,200829832,"CAMSAP2","calmodulin regulated spectrin associated protein family member 2 [Source:HGNC Symbol;Acc:HGNC:29188]","1:200708685-200829832"
"ENSG00000163362",323.711,-1.091,0.058,-18.804,0,0,"1","+",200860175,200868666,"C1orf106","chromosome 1 open reading frame 106 [Source:HGNC Symbol;Acc:HGNC:25599]","1:200860175-200868666"
