"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","chrom","strand","left","right","symbol","name","location"
"ENSG00000245748",529.133,0.235,0.045,5.195,0,0,"4","-",7032280,7047958,"RP11-367J11.2","","4:7032280-7047958"
"ENSG00000109814",5557.168,0.285,0.049,5.857,0,0,"4","-",39500374,39529238,"UGDH","UDP-glucose 6-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12525]","4:39500374-39529238"
"ENSG00000163694",1691.594,0.17,0.052,3.258,0.001,0.045,"4","-",40425271,40631883,"RBM47","RNA binding motif protein 47 [Source:HGNC Symbol;Acc:HGNC:30358]","4:40425271-40631883"
"ENSG00000157404",62.239,0.525,0.077,6.853,0,0,"4","+",55524084,55605177,"KIT","v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:HGNC:6342]","4:55524084-55605177"
"ENSG00000138771",1024.818,0.701,0.057,12.192,0,0,"4","+",77356252,77704406,"SHROOM3","shroom family member 3 [Source:HGNC Symbol;Acc:HGNC:30422]","4:77356252-77704406"
"ENSG00000186212",127.03,0.247,0.064,3.846,0,0.007,"4","-",77816081,77819002,"SOWAHB","sosondowah ankyrin repeat domain family member B [Source:HGNC Symbol;Acc:HGNC:32958]","4:77816081-77819002"
"ENSG00000138642",129.41,0.235,0.065,3.616,0,0.015,"4","+",89299890,89364249,"HERC6","HECT and RLD domain containing E3 ubiquitin protein ligase family member 6 [Source:HGNC Symbol;Acc:HGNC:26072]","4:89299890-89364249"
"ENSG00000138646",41.777,0.401,0.077,5.198,0,0,"4","+",89378267,89427314,"HERC5","HECT and RLD domain containing E3 ubiquitin protein ligase 5 [Source:HGNC Symbol;Acc:HGNC:24368]","4:89378267-89427314"
"ENSG00000138641",943.776,0.146,0.043,3.388,0.001,0.031,"4","+",89442198,89444964,"HERC3","HECT and RLD domain containing E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:4876]","4:89442198-89444964"
"ENSG00000138814",3935.372,0.313,0.047,6.603,0,0,"4","-",101944565,102268634,"PPP3CA","protein phosphatase 3, catalytic subunit, alpha isozyme [Source:HGNC Symbol;Acc:HGNC:9314]","4:101944565-102268634"
"ENSG00000254531",253.078,0.433,0.067,6.473,0,0,"4","+",102268936,102270040,"FLJ20021","uncharacterized LOC90024 [Source:EntrezGene;Acc:90024]","4:102268936-102270040"
"ENSG00000168769",1917.694,-0.445,0.056,-7.896,0,0,"4","+",106067031,106163928,"TET2","tet methylcytosine dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:25941]","4:106067031-106163928"
"ENSG00000138795",27.298,0.359,0.077,4.667,0,0,"4","-",108968700,109089578,"LEF1","lymphoid enhancer-binding factor 1 [Source:HGNC Symbol;Acc:HGNC:6551]","4:108968700-109089578"
"ENSG00000172403",52.945,0.404,0.077,5.23,0,0,"4","+",119809995,119982402,"SYNPO2","synaptopodin 2 [Source:HGNC Symbol;Acc:HGNC:17732]","4:119809995-119982402"
"ENSG00000138650",140.293,-0.293,0.07,-4.199,0,0.002,"4","+",134070469,134115765,"PCDH10","protocadherin 10 [Source:HGNC Symbol;Acc:HGNC:13404]","4:134070469-134115765"
"ENSG00000254535",101.64,-0.267,0.072,-3.701,0,0.011,"4","-",135117487,135122903,"PABPC4L","poly(A) binding protein, cytoplasmic 4-like [Source:HGNC Symbol;Acc:HGNC:31955]","4:135117487-135122903"
"ENSG00000109458",319.825,0.217,0.056,3.843,0,0.007,"4","+",144257914,144395721,"GAB1","GRB2 associated binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4066]","4:144257914-144395721"
"ENSG00000121210",587.027,0.491,0.055,8.982,0,0,"4","+",154387497,154557863,"KIAA0922","KIAA0922 [Source:HGNC Symbol;Acc:HGNC:29146]","4:154387497-154557863"
"ENSG00000052795",205.74,0.266,0.063,4.226,0,0.002,"4","+",159690289,159829201,"FNIP2","folliculin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29280]","4:159690289-159829201"
"ENSG00000154447",354.266,0.218,0.048,4.563,0,0,"4","-",170015406,170192256,"SH3RF1","SH3 domain containing ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17650]","4:170015406-170192256"
"ENSG00000151726",850.927,0.223,0.056,3.995,0,0.004,"4","-",185676748,185747273,"ACSL1","acyl-CoA synthetase long-chain family member 1 [Source:HGNC Symbol;Acc:HGNC:3569]","4:185676748-185747273"
"ENSG00000164237",1100.447,0.222,0.063,3.532,0,0.02,"5","-",10275986,10282400,"CMBL","carboxymethylenebutenolidase homolog (Pseudomonas) [Source:HGNC Symbol;Acc:HGNC:25090]","5:10275986-10282400"
"ENSG00000145495",2809.22,0.138,0.04,3.435,0.001,0.027,"5","+",10353814,10434073,"MARCH6","membrane associated ring-CH-type finger 6 [Source:HGNC Symbol;Acc:HGNC:30550]","5:10353814-10434073"
"ENSG00000145569",267.181,1.203,0.069,17.489,0,0,"5","+",14581883,14612829,"FAM105A","family with sequence similarity 105 member A [Source:HGNC Symbol;Acc:HGNC:25629]","5:14581883-14612829"
"ENSG00000176788",1202.054,0.308,0.056,5.497,0,0,"5","+",17065706,17275462,"BASP1","brain abundant, membrane attached signal protein 1 [Source:HGNC Symbol;Acc:HGNC:957]","5:17065706-17275462"
"ENSG00000067113",217.691,0.457,0.063,7.236,0,0,"5","-",54720681,54830797,"PLPP1","phospholipid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:9228]","5:54720681-54830797"
"ENSG00000134352",948.36,0.423,0.058,7.29,0,0,"5","-",55230922,55290821,"IL6ST","interleukin 6 signal transducer [Source:HGNC Symbol;Acc:HGNC:6021]","5:55230922-55290821"
"ENSG00000262211",98.721,0.411,0.072,5.728,0,0,"5","+",55231970,55237555,"CTD-2031P19.5","","5:55231970-55237555"
"ENSG00000095015",1122.81,0.393,0.057,6.868,0,0,"5","+",56111400,56191979,"MAP3K1","mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:6848]","5:56111400-56191979"
"ENSG00000145632",1094.062,-0.202,0.042,-4.789,0,0,"5","-",57749808,57756087,"PLK2","polo-like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699]","5:57749808-57756087"
"ENSG00000131711",120.341,0.328,0.072,4.527,0,0,"5","+",71403060,71479650,"MAP1B","microtubule associated protein 1B [Source:HGNC Symbol;Acc:HGNC:6836]","5:71403060-71479650"
"ENSG00000214944",237.817,0.179,0.054,3.287,0.001,0.041,"5","+",72921982,73207522,"ARHGEF28","Rho guanine nucleotide exchange factor 28 [Source:HGNC Symbol;Acc:HGNC:30322]","5:72921982-73207522"
"ENSG00000113161",1579.257,0.186,0.053,3.494,0,0.022,"5","+",74632153,74656583,"HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:5006]","5:74632153-74656583"
"ENSG00000181104",25.598,0.378,0.077,4.913,0,0,"5","+",76011867,76031606,"F2R","coagulation factor II (thrombin) receptor [Source:HGNC Symbol;Acc:HGNC:3537]","5:76011867-76031606"
"ENSG00000164309",207.952,0.325,0.075,4.344,0,0.001,"5","+",78985699,79096045,"CMYA5","cardiomyopathy associated 5 [Source:HGNC Symbol;Acc:HGNC:14305]","5:78985699-79096045"
"ENSG00000164300",292.163,0.419,0.069,6.097,0,0,"5","-",79407049,79551892,"SERINC5","serine incorporator 5 [Source:HGNC Symbol;Acc:HGNC:18825]","5:79407049-79551892"
"ENSG00000113532",109.917,-0.439,0.069,-6.327,0,0,"5","-",100142638,100238970,"ST8SIA4","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10871]","5:100142638-100238970"
"ENSG00000181751",381.628,0.259,0.059,4.358,0,0.001,"5","+",102594402,102614361,"C5orf30","chromosome 5 open reading frame 30 [Source:HGNC Symbol;Acc:HGNC:25052]","5:102594402-102614361"
"ENSG00000152503",320.267,0.394,0.077,5.102,0,0,"5","-",114460458,114515856,"TRIM36","tripartite motif containing 36 [Source:HGNC Symbol;Acc:HGNC:16280]","5:114460458-114515856"
"ENSG00000061455",137.052,-0.206,0.064,-3.238,0.001,0.048,"5","+",122424815,122529960,"PRDM6","PR domain containing 6 [Source:HGNC Symbol;Acc:HGNC:9350]","5:122424815-122529960"
"ENSG00000213585",2852.147,0.098,0.028,3.497,0,0.022,"5","-",133307605,133340433,"VDAC1","voltage-dependent anion channel 1 [Source:HGNC Symbol;Acc:HGNC:12669]","5:133307605-133340433"
"ENSG00000113070",18.341,0.563,0.074,7.565,0,0,"5","-",139712427,139726216,"HBEGF","heparin-binding EGF-like growth factor [Source:HGNC Symbol;Acc:HGNC:3059]","5:139712427-139726216"
"ENSG00000183111",102.655,0.724,0.071,10.172,0,0,"5","+",148931509,148980794,"ARHGEF37","Rho guanine nucleotide exchange factor 37 [Source:HGNC Symbol;Acc:HGNC:34430]","5:148931509-148980794"
"ENSG00000155850",181.601,0.328,0.071,4.618,0,0,"5","+",149340299,149366968,"SLC26A2","solute carrier family 26 (anion exchanger), member 2 [Source:HGNC Symbol;Acc:HGNC:10994]","5:149340299-149366968"
"ENSG00000170271",211.047,0.374,0.075,4.999,0,0,"5","-",154198050,154230466,"FAXDC2","fatty acid hydroxylase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1334]","5:154198050-154230466"
"ENSG00000156427",54.903,1.313,0.077,17.099,0,0,"5","+",170846659,170884627,"FGF18","fibroblast growth factor 18 [Source:HGNC Symbol;Acc:HGNC:3674]","5:170846659-170884627"
"ENSG00000174705",128.126,0.319,0.071,4.496,0,0.001,"5","-",171752184,171881362,"SH3PXD2B","SH3 and PX domains 2B [Source:HGNC Symbol;Acc:HGNC:29242]","5:171752184-171881362"
"ENSG00000113739",11443.616,-0.21,0.063,-3.33,0.001,0.037,"5","-",172741715,172756506,"STC2","stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374]","5:172741715-172756506"
"ENSG00000113742",310.065,0.339,0.075,4.542,0,0,"5","+",173315282,173388979,"CPEB4","cytoplasmic polyadenylation element binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21747]","5:173315282-173388979"
"ENSG00000054598",378.75,-0.272,0.067,-4.089,0,0.003,"6","+",1610680,1614127,"FOXC1","forkhead box C1 [Source:HGNC Symbol;Acc:HGNC:3800]","6:1610680-1614127"
"ENSG00000137266",426.304,0.226,0.059,3.86,0,0.006,"6","-",3269195,3457256,"SLC22A23","solute carrier family 22 member 23 [Source:HGNC Symbol;Acc:HGNC:21106]","6:3269195-3457256"
"ENSG00000096696",8938.944,0.294,0.069,4.236,0,0.002,"6","+",7541807,7586950,"DSP","desmoplakin [Source:HGNC Symbol;Acc:HGNC:3052]","6:7541807-7586950"
"ENSG00000111859",717.654,0.733,0.067,10.945,0,0,"6","-",11183530,11232915,"NEDD9","neural precursor cell expressed, developmentally down-regulated 9 [Source:HGNC Symbol;Acc:HGNC:7733]","6:11183530-11232915"
"ENSG00000008083",1895.464,-0.29,0.051,-5.687,0,0,"6","+",15246526,15522252,"JARID2","jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196]","6:15246526-15522252"
"ENSG00000007944",431.548,-0.295,0.046,-6.456,0,0,"6","+",16129355,16147112,"MYLIP","myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155]","6:16129355-16147112"
"ENSG00000112183",379.906,-0.344,0.063,-5.441,0,0,"6","+",17281576,17294106,"RBM24","RNA binding motif protein 24 [Source:HGNC Symbol;Acc:HGNC:21539]","6:17281576-17294106"
"ENSG00000146049",185.19,-0.221,0.066,-3.338,0.001,0.036,"6","+",24357130,24358512,"KAAG1","kidney associated antigen 1 [Source:HGNC Symbol;Acc:HGNC:21031]","6:24357130-24358512"
"ENSG00000137331",307.148,0.309,0.061,5.026,0,0,"6","-",30710975,30712325,"IER3","immediate early response 3 [Source:HGNC Symbol;Acc:HGNC:5392]","6:30710975-30712325"
"ENSG00000213588",317.053,-0.188,0.049,-3.813,0,0.008,"6","+",33422355,33425325,"ZBTB9","zinc finger and BTB domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28323]","6:33422355-33425325"
"ENSG00000096060",1450.383,1.155,0.049,23.37,0,0,"6","-",35541361,35696360,"FKBP5","FK506 binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3721]","6:35541361-35696360"
"ENSG00000164626",86.886,-0.441,0.077,-5.718,0,0,"6","-",39156748,39197226,"KCNK5","potassium channel, two pore domain subfamily K, member 5 [Source:HGNC Symbol;Acc:HGNC:6280]","6:39156748-39197226"
"ENSG00000124496",413.416,-0.19,0.055,-3.431,0.001,0.027,"6","-",42192668,42419789,"TRERF1","transcriptional regulating factor 1 [Source:HGNC Symbol;Acc:HGNC:18273]","6:42192668-42419789"
"ENSG00000112773",560.8,-0.535,0.058,-9.23,0,0,"6","-",82201155,82461529,"FAM46A","family with sequence similarity 46 member A [Source:HGNC Symbol;Acc:HGNC:18345]","6:82201155-82461529"
"ENSG00000146242",3067.844,0.226,0.042,5.342,0,0,"6","+",83072922,83077134,"TPBG","trophoblast glycoprotein [Source:HGNC Symbol;Acc:HGNC:12004]","6:83072922-83077134"
"ENSG00000112297",627.09,0.307,0.062,4.981,0,0,"6","+",106959729,107018326,"AIM1","absent in melanoma 1 [Source:HGNC Symbol;Acc:HGNC:356]","6:106959729-107018326"
"ENSG00000056972",762.171,-0.249,0.048,-5.157,0,0,"6","-",111877656,111927449,"TRAF3IP2","TRAF3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:1343]","6:111877656-111927449"
"ENSG00000187189",1108.989,0.355,0.048,7.334,0,0,"6","-",116571150,116575261,"TSPYL4","TSPY-like 4 [Source:HGNC Symbol;Acc:HGNC:21559]","6:116571150-116575261"
"ENSG00000111860",75.732,0.249,0.074,3.383,0.001,0.031,"6","-",118781934,118973054,"CEP85L","centrosomal protein 85kDa-like [Source:HGNC Symbol;Acc:HGNC:21638]","6:118781934-118973054"
"ENSG00000111885",2850.43,0.188,0.043,4.378,0,0.001,"6","-",119498373,119670926,"MAN1A1","mannosidase, alpha, class 1A, member 1 [Source:HGNC Symbol;Acc:HGNC:6821]","6:119498373-119670926"
"ENSG00000028839",326.467,0.232,0.054,4.294,0,0.001,"6","+",134273307,134305617,"TBPL1","TATA-box binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:11589]","6:134273307-134305617"
"ENSG00000146411",84.794,0.405,0.07,5.783,0,0,"6","-",134309834,134373774,"SLC2A12","solute carrier family 2 (facilitated glucose transporter), member 12 [Source:HGNC Symbol;Acc:HGNC:18067]","6:134309834-134373774"
"ENSG00000118515",422.364,1.163,0.061,18.982,0,0,"6","-",134490383,134639196,"SGK1","serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810]","6:134490383-134639196"
"ENSG00000118513",954.321,-0.388,0.048,-8.143,0,0,"6","+",135502452,135540305,"MYB","v-myb avian myeloblastosis viral oncogene homolog [Source:HGNC Symbol;Acc:HGNC:7545]","6:135502452-135540305"
"ENSG00000112414",1969.249,0.31,0.061,5.052,0,0,"6","+",142622990,142767403,"ADGRG6","adhesion G protein-coupled receptor G6 [Source:HGNC Symbol;Acc:HGNC:13841]","6:142622990-142767403"
"ENSG00000111961",1181.819,0.276,0.046,5.961,0,0,"6","+",148593439,148761830,"SASH1","SAM and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19182]","6:148593439-148761830"
"ENSG00000055208",2332.095,0.328,0.044,7.513,0,0,"6","+",149539776,149699665,"TAB2","TGF-beta activated kinase 1/MAP3K7 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17075]","6:149539776-149699665"
"ENSG00000198729",26.193,0.421,0.077,5.491,0,0,"6","+",150464211,150571493,"PPP1R14C","protein phosphatase 1 regulatory inhibitor subunit 14C [Source:HGNC Symbol;Acc:HGNC:14952]","6:150464211-150571493"
"ENSG00000218792",23.248,-0.251,0.077,-3.273,0.001,0.043,"6","+",153026869,153027263,"HSPD1P16","heat shock protein family D (Hsp60) member 1 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:35128]","6:153026869-153027263"
"ENSG00000164849",28.959,0.327,0.077,4.24,0,0.001,"7","+",1084211,1098097,"GPR146","G protein-coupled receptor 146 [Source:HGNC Symbol;Acc:HGNC:21718]","7:1084211-1098097"
"ENSG00000257607",20.176,0.413,0.075,5.5,0,0,"7","-",1094995,1098897,"RP11-449P15.1","","7:1094995-1098897"
"ENSG00000106003",1012.955,0.248,0.071,3.489,0,0.023,"7","+",2552162,2568061,"LFNG","LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:6560]","7:2552162-2568061"
"ENSG00000146535",1570.461,0.251,0.058,4.296,0,0.001,"7","-",2767745,2883958,"GNA12","guanine nucleotide binding protein (G protein) alpha 12 [Source:HGNC Symbol;Acc:HGNC:4380]","7:2767745-2883958"
"ENSG00000173467",308.083,0.334,0.056,5.925,0,0,"7","-",16899028,16921611,"AGR3","anterior gradient 3, protein disulphide isomerase family member [Source:HGNC Symbol;Acc:HGNC:24167]","7:16899028-16921611"
"ENSG00000086300",218.5,-0.196,0.06,-3.282,0.001,0.042,"7","+",26331540,26411642,"SNX10","sorting nexin 10 [Source:HGNC Symbol;Acc:HGNC:14974]","7:26331540-26411642"
"ENSG00000176532",333.779,0.613,0.059,10.322,0,0,"7","+",29603426,29606911,"PRR15","proline rich 15 [Source:HGNC Symbol;Acc:HGNC:22310]","7:29603426-29606911"
"ENSG00000122641",37.472,-0.44,0.077,-5.691,0,0,"7","-",41724711,41742706,"INHBA","inhibin beta A [Source:HGNC Symbol;Acc:HGNC:6066]","7:41724711-41742706"
"ENSG00000146674",60.336,0.354,0.073,4.826,0,0,"7","-",45951948,45960871,"IGFBP3","insulin like growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:5472]","7:45951948-45960871"
"ENSG00000230882",24.468,0.318,0.077,4.124,0,0.002,"7","-",75700786,75704281,"AC005077.14","","7:75700786-75704281"
"ENSG00000091073",380.695,0.295,0.061,4.862,0,0,"7","+",76090992,76110021,"DTX2","deltex 2, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:15973]","7:76090992-76110021"
"ENSG00000005469",406.164,0.499,0.064,7.839,0,0,"7","+",86974996,87028797,"CROT","carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366]","7:86974996-87028797"
"ENSG00000004799",110.736,0.257,0.072,3.572,0,0.017,"7","-",95212810,95225803,"PDK4","pyruvate dehydrogenase kinase, isozyme 4 [Source:HGNC Symbol;Acc:HGNC:8812]","7:95212810-95225803"
"ENSG00000160862",85.035,0.357,0.076,4.687,0,0,"7","-",99564342,99565216,"AZGP1","alpha-2-glycoprotein 1, zinc-binding [Source:HGNC Symbol;Acc:HGNC:910]","7:99564342-99565216"
"ENSG00000214313",21.09,0.426,0.075,5.679,0,0,"7","+",99578384,99581860,"AZGP1P1","alpha-2-glycoprotein 1, zinc-binding pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:911]","7:99578384-99581860"
"ENSG00000105835",1169.924,0.251,0.049,5.084,0,0,"7","-",105888730,105925638,"NAMPT","nicotinamide phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:30092]","7:105888730-105925638"
"ENSG00000105974",527.281,0.231,0.07,3.309,0.001,0.039,"7","+",116164838,116201230,"CAV1","caveolin 1 [Source:HGNC Symbol;Acc:HGNC:1527]","7:116164838-116201230"
"ENSG00000135245",353.595,0.406,0.052,7.88,0,0,"7","+",128095902,128097978,"HILPDA","hypoxia inducible lipid droplet-associated [Source:HGNC Symbol;Acc:HGNC:28859]","7:128095902-128097978"
"ENSG00000105939",1201.075,0.226,0.051,4.4,0,0.001,"7","-",138728265,138794394,"ZC3HAV1","zinc finger CCCH-type, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]","7:138728265-138794394"
"ENSG00000188883",154.473,0.293,0.077,3.803,0,0.008,"7","-",139137435,139168458,"KLRG2","killer cell lectin-like receptor subfamily G, member 2 [Source:HGNC Symbol;Acc:HGNC:24778]","7:139137435-139168458"
"ENSG00000170379",113.841,0.737,0.074,9.965,0,0,"7","+",143318042,143422176,"TCAF2","TRPM8 channel-associated factor 2 [Source:HGNC Symbol;Acc:HGNC:26878]","7:143318042-143422176"
"ENSG00000159860",35.428,0.719,0.077,9.313,0,0,"7","+",143333744,143515397,"TCAF2P1","TRPM8 channel-associated factor 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33603]","7:143333744-143515397"
"ENSG00000253882",120.195,0.685,0.076,8.97,0,0,"7","-",143339347,143533801,"RP11-61L23.2","","7:143339347-143533801"
"ENSG00000164690",5522.762,-0.192,0.059,-3.25,0.001,0.046,"7","-",155592679,155604967,"SHH","sonic hedgehog [Source:HGNC Symbol;Acc:HGNC:10848]","7:155592679-155604967"
"ENSG00000188158",87.388,0.248,0.072,3.452,0.001,0.025,"X","+",17393542,17754114,"NHS","NHS actin remodeling regulator [Source:HGNC Symbol;Acc:HGNC:7820]","X:17393542-17754114"
"ENSG00000130066",292.701,0.23,0.067,3.418,0.001,0.028,"X","+",23801289,23802330,"SAT1","spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]","X:23801289-23802330"
"ENSG00000189221",51.24,0.425,0.077,5.497,0,0,"X","+",43515466,43606068,"MAOA","monoamine oxidase A [Source:HGNC Symbol;Acc:HGNC:6833]","X:43515466-43606068"
"ENSG00000147119",58.342,0.371,0.074,5.002,0,0,"X","+",46433218,46457843,"CHST7","carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7 [Source:HGNC Symbol;Acc:HGNC:13817]","X:46433218-46457843"
"ENSG00000122824",7.536,0.246,0.063,3.91,0,0.005,"X","+",51075082,51080377,"NUDT10","nudix hydrolase 10 [Source:HGNC Symbol;Acc:HGNC:17621]","X:51075082-51080377"
"ENSG00000198455",443.53,0.355,0.067,5.265,0,0,"X","+",57618268,57623906,"ZXDB","zinc finger, X-linked, duplicated B [Source:HGNC Symbol;Acc:HGNC:13199]","X:57618268-57623906"
"ENSG00000124429",452.582,-0.187,0.055,-3.385,0.001,0.031,"X","-",84532401,84634748,"POF1B","premature ovarian failure, 1B [Source:HGNC Symbol;Acc:HGNC:13711]","X:84532401-84634748"
"ENSG00000157600",2679.574,0.31,0.039,7.894,0,0,"X","+",109245858,109246822,"TMEM164","transmembrane protein 164 [Source:HGNC Symbol;Acc:HGNC:26217]","X:109245858-109246822"
"ENSG00000179542",55.084,-0.248,0.075,-3.311,0.001,0.039,"X","-",142710595,142722319,"SLITRK4","SLIT and NTRK like family member 4 [Source:HGNC Symbol;Acc:HGNC:23502]","X:142710595-142722319"
"ENSG00000104643",262.464,0.237,0.06,3.93,0,0.005,"8","+",11141924,11185646,"MTMR9","myotubularin related protein 9 [Source:HGNC Symbol;Acc:HGNC:14596]","8:11141924-11185646"
"ENSG00000164741",281.135,-0.232,0.062,-3.729,0,0.01,"8","-",12940869,13372395,"DLC1","DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897]","8:12940869-13372395"
"ENSG00000129422",553.438,0.421,0.047,8.9,0,0,"8","-",17501303,17658426,"MTUS1","microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:HGNC:29789]","8:17501303-17658426"
"ENSG00000159167",1022.171,0.226,0.051,4.391,0,0.001,"8","-",23699427,23712320,"STC1","stanniocalcin 1 [Source:HGNC Symbol;Acc:HGNC:11373]","8:23699427-23712320"
"ENSG00000104756",489.629,0.202,0.055,3.701,0,0.011,"8","-",25285365,25315983,"KCTD9","potassium channel tetramerization domain containing 9 [Source:HGNC Symbol;Acc:HGNC:22401]","8:25285365-25315983"
"ENSG00000197892",277.736,0.227,0.068,3.349,0.001,0.035,"8","-",28924795,29120590,"KIF13B","kinesin family member 13B [Source:HGNC Symbol;Acc:HGNC:14405]","8:28924795-29120590"
"ENSG00000156675",2148.886,0.361,0.062,5.864,0,0,"8","-",37716135,37756985,"RAB11FIP1","RAB11 family interacting protein 1 (class I) [Source:HGNC Symbol;Acc:HGNC:30265]","8:37716135-37756985"
"ENSG00000169490",285.091,0.189,0.055,3.41,0.001,0.029,"8","-",38846326,38854002,"TM2D2","TM2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24127]","8:38846326-38854002"
"ENSG00000221869",134.633,0.437,0.075,5.837,0,0,"8","-",48649470,48651648,"CEBPD","CCAAT/enhancer binding protein (C/EBP), delta [Source:HGNC Symbol;Acc:HGNC:1835]","8:48649470-48651648"
"ENSG00000019549",10.167,0.367,0.068,5.41,0,0,"8","-",49830248,49833988,"SNAI2","snail family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:11094]","8:49830248-49833988"
"ENSG00000137574",410.643,0.162,0.05,3.23,0.001,0.049,"8","+",56685700,56738005,"TGS1","trimethylguanosine synthase 1 [Source:HGNC Symbol;Acc:HGNC:17843]","8:56685700-56738005"
"ENSG00000169085",57.041,0.382,0.077,4.964,0,0,"8","+",67372237,67425842,"C8orf46","chromosome 8 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:28498]","8:67372237-67425842"
"ENSG00000185697",894.425,0.409,0.077,5.29,0,0,"8","-",67474409,67525484,"MYBL1","v-myb avian myeloblastosis viral oncogene homolog-like 1 [Source:HGNC Symbol;Acc:HGNC:7547]","8:67474409-67525484"
"ENSG00000104205",237.998,0.529,0.059,8.979,0,0,"8","+",67624652,67773094,"SGK3","serum/glucocorticoid regulated kinase family member 3 [Source:HGNC Symbol;Acc:HGNC:10812]","8:67624652-67773094"
"ENSG00000104218",298.235,0.519,0.059,8.854,0,0,"8","+",67974660,68005855,"CSPP1","centrosome and spindle pole associated protein 1 [Source:HGNC Symbol;Acc:HGNC:26193]","8:67974660-68005855"
"ENSG00000213003",27.457,0.251,0.077,3.246,0.001,0.047,"8","+",71185603,71186072,"BTF3P12","basic transcription factor 3 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:1127]","8:71185603-71186072"
"ENSG00000076554",2007.997,0.226,0.048,4.723,0,0,"8","-",80870570,80993010,"TPD52","tumor protein D52 [Source:HGNC Symbol;Acc:HGNC:12005]","8:80870570-80993010"
"ENSG00000205189",758.362,0.411,0.065,6.277,0,0,"8","+",81397853,81432039,"ZBTB10","zinc finger and BTB domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30953]","8:81397853-81432039"
"ENSG00000164684",183.406,0.367,0.071,5.136,0,0,"8","-",81540685,81787016,"ZNF704","zinc finger protein 704 [Source:HGNC Symbol;Acc:HGNC:32291]","8:81540685-81787016"
"ENSG00000076641",36.774,0.463,0.077,5.999,0,0,"8","-",81880044,82024303,"PAG1","phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:HGNC Symbol;Acc:HGNC:30043]","8:81880044-82024303"
"ENSG00000104267",2020.144,0.441,0.049,9.041,0,0,"8","+",86376080,86393722,"CA2","carbonic anhydrase II [Source:HGNC Symbol;Acc:HGNC:1373]","8:86376080-86393722"
"ENSG00000246792",215.224,-0.367,0.068,-5.38,0,0,"8","+",91658668,91663985,"RP11-68L18.1","","8:91658668-91663985"
"ENSG00000123119",1271.351,-0.228,0.056,-4.042,0,0.003,"8","+",91803777,91971636,"NECAB1","N-terminal EF-hand calcium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:20983]","8:91803777-91971636"
"ENSG00000254251",238.031,-0.256,0.068,-3.765,0,0.009,"8","-",91818701,91871468,"RP11-662G23.1","","8:91818701-91871468"
