"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","chrom","strand","left","right","symbol","name","location"
"ENSG00000145014",105.144,-0.35,0.09,-3.886,0,0.001,"3","-",194308401,194354150,"TMEM44","transmembrane protein 44 [Source:HGNC Symbol;Acc:HGNC:25120]","3:194308401-194354150"
"ENSG00000185112",222.851,0.819,0.069,11.903,0,0,"3","+",194406621,194409762,"FAM43A","family with sequence similarity 43 member A [Source:HGNC Symbol;Acc:HGNC:26888]","3:194406621-194409762"
"ENSG00000271662",29.487,-0.37,0.147,-2.515,0.012,0.048,"3","-",195377016,195378343,"RP11-141C7.3","","3:195377016-195378343"
"ENSG00000176945",56.678,-0.414,0.11,-3.767,0,0.001,"3","+",195447752,195460422,"MUC20","mucin 20, cell surface associated [Source:HGNC Symbol;Acc:HGNC:23282]","3:195447752-195460422"
"ENSG00000061938",1907.663,-0.44,0.078,-5.648,0,0,"3","-",195590234,195599253,"TNK2","tyrosine kinase, non-receptor, 2 [Source:HGNC Symbol;Acc:HGNC:19297]","3:195590234-195599253"
"ENSG00000273009",8.26,-0.626,0.225,-2.784,0.005,0.024,"3","-",195639948,195640554,"RP11-352G9.1","","3:195639948-195640554"
"ENSG00000163959",222.294,0.668,0.073,9.153,0,0,"3","+",195938357,195944741,"SLC51A","solute carrier family 51 alpha subunit [Source:HGNC Symbol;Acc:HGNC:29955]","3:195938357-195944741"
"ENSG00000161217",3062.467,0.734,0.039,18.848,0,0,"3","-",195941092,196014561,"PCYT1A","phosphate cytidylyltransferase 1, choline, alpha [Source:HGNC Symbol;Acc:HGNC:8754]","3:195941092-196014561"
"ENSG00000174007",103.821,-0.313,0.095,-3.301,0.001,0.005,"3","-",196433147,196439164,"CEP19","centrosomal protein 19kDa [Source:HGNC Symbol;Acc:HGNC:28209]","3:196433147-196439164"
"ENSG00000180370",6578.515,0.223,0.068,3.281,0.001,0.006,"3","+",196466727,196559518,"PAK2","p21 protein (Cdc42/Rac)-activated kinase 2 [Source:HGNC Symbol;Acc:HGNC:8591]","3:196466727-196559518"
"ENSG00000119227",244.688,-0.223,0.068,-3.3,0.001,0.005,"3","-",196673213,196695704,"PIGZ","phosphatidylinositol glycan anchor biosynthesis class Z [Source:HGNC Symbol;Acc:HGNC:30596]","3:196673213-196695704"
"ENSG00000163975",218.654,-0.188,0.069,-2.726,0.006,0.028,"3","-",196715491,196731050,"MFI2","antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5 [Source:HGNC Symbol;Acc:HGNC:7037]","3:196715491-196731050"
"ENSG00000228109",141.191,-0.379,0.08,-4.754,0,0,"3","+",196726330,196731607,"MFI2-AS1","MFI2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40373]","3:196726330-196731607"
"ENSG00000075711",2219.603,0.235,0.063,3.742,0,0.001,"3","-",196769430,197025447,"DLG1","discs, large homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:2900]","3:196769430-197025447"
"ENSG00000249626",87.674,-0.426,0.104,-4.102,0,0,"3","+",197361185,197362682,"RP11-496H1.1","","3:197361185-197362682"
"ENSG00000186001",726.362,-0.217,0.048,-4.47,0,0,"3","+",197518096,197556487,"LRCH3","leucine-rich repeats and calponin homology (CH) domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28637]","3:197518096-197556487"
"ENSG00000256143",56.175,0.291,0.114,2.544,0.011,0.045,"4","-",123965,125423,NA,NA,"4:123965-125423"
"ENSG00000182903",292.969,0.289,0.064,4.516,0,0,"4","-",419603,467840,"ZNF721","zinc finger protein 721 [Source:HGNC Symbol;Acc:HGNC:29425]","4:419603-467840"
"ENSG00000215375",1071.475,0.743,0.082,9.046,0,0,"4","+",667368,675816,"MYL5","myosin light chain 5 [Source:HGNC Symbol;Acc:HGNC:7586]","4:667368-675816"
"ENSG00000169026",558.773,1.31,0.095,13.848,0,0,"4","-",675617,678890,"MFSD7","major facilitator superfamily domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26177]","4:675617-678890"
"ENSG00000185619",828.491,0.31,0.039,7.867,0,0,"4","+",699536,728732,"PCGF3","polycomb group ring finger 3 [Source:HGNC Symbol;Acc:HGNC:10066]","4:699536-728732"
"ENSG00000249592",135.149,0.23,0.089,2.578,0.01,0.041,"4","-",756174,775637,"RP11-440L14.1","","4:756174-775637"
"ENSG00000233799",21.095,0.532,0.17,3.125,0.002,0.009,"4","-",758274,758862,"AC139887.4","","4:758274-758862"
"ENSG00000168993",157.292,0.237,0.073,3.247,0.001,0.006,"4","-",778744,819986,"CPLX1","complexin 1 [Source:HGNC Symbol;Acc:HGNC:2309]","4:778744-819986"
"ENSG00000145217",222.102,0.361,0.076,4.751,0,0,"4","-",972860,987164,"SLC26A1","solute carrier family 26 (anion exchanger), member 1 [Source:HGNC Symbol;Acc:HGNC:10993]","4:972860-987164"
"ENSG00000159692",1591.52,-0.177,0.039,-4.563,0,0,"4","-",1205235,1242900,"CTBP1","C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]","4:1205235-1242900"
"ENSG00000196810",334.311,-0.238,0.055,-4.364,0,0,"4","+",1243087,1244234,"CTBP1-AS2","CTBP1 antisense RNA 2 (head to head) [Source:HGNC Symbol;Acc:HGNC:28307]","4:1243087-1244234"
"ENSG00000179979",84.663,-0.369,0.099,-3.721,0,0.001,"4","+",1385339,1389780,"CRIPAK","cysteine-rich PAK1 inhibitor [Source:HGNC Symbol;Acc:HGNC:26619]","4:1385339-1389780"
"ENSG00000163950",711.586,0.234,0.044,5.358,0,0,"4","-",1694526,1714045,"SLBP","stem-loop binding protein [Source:HGNC Symbol;Acc:HGNC:10904]","4:1694526-1714045"
"ENSG00000168936",1068.177,0.142,0.049,2.881,0.004,0.019,"4","-",1717678,1723085,"TMEM129","transmembrane protein 129 [Source:HGNC Symbol;Acc:HGNC:25137]","4:1717678-1723085"
"ENSG00000068078",376.764,-0.515,0.056,-9.237,0,0,"4","+",1795033,1810592,"FGFR3","fibroblast growth factor receptor 3 [Source:HGNC Symbol;Acc:HGNC:3690]","4:1795033-1810592"
"ENSG00000168924",911.489,0.13,0.043,3.033,0.002,0.012,"4","-",1813205,1857974,"LETM1","leucine zipper-EF-hand containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6556]","4:1813205-1857974"
"ENSG00000185818",14.575,-0.562,0.184,-3.059,0.002,0.011,"4","+",2061238,2070815,"NAT8L","N-acetyltransferase 8-like (GCN5-related, putative) [Source:HGNC Symbol;Acc:HGNC:26742]","4:2061238-2070815"
"ENSG00000123933",991.668,-0.492,0.051,-9.547,0,0,"4","-",2249158,2264021,"MXD4","MAX dimerization protein 4 [Source:HGNC Symbol;Acc:HGNC:13906]","4:2249158-2264021"
"ENSG00000206113",19.046,-0.421,0.164,-2.569,0.01,0.042,"4","+",2420700,2430972,"CFAP99","Cilia- and flagella-associated protein 99  [Source:UniProtKB/Swiss-Prot;Acc:D6REC4]","4:2420700-2430972"
"ENSG00000063978",1222.712,0.154,0.037,4.213,0,0,"4","+",2463946,2498739,"RNF4","ring finger protein 4 [Source:HGNC Symbol;Acc:HGNC:10067]","4:2463946-2498739"
"ENSG00000168884",468.427,0.534,0.056,9.499,0,0,"4","-",2743374,2758058,"TNIP2","TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:19118]","4:2743374-2758058"
"ENSG00000249673",480.925,0.208,0.052,4.025,0,0,"4","+",2936625,2949400,"NOP14-AS1","NOP14 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:20205]","4:2936625-2949400"
"ENSG00000087269",869.452,0.252,0.041,6.156,0,0,"4","-",2939659,2943443,"NOP14","NOP14 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:16821]","4:2939659-2943443"
"ENSG00000125388",141.858,0.542,0.075,7.219,0,0,"4","+",2965334,3042454,"GRK4","G protein-coupled receptor kinase 4 [Source:HGNC Symbol;Acc:HGNC:4543]","4:2965334-3042454"
"ENSG00000175920",43.443,-0.426,0.12,-3.557,0,0.002,"4","+",3465032,3502552,"DOK7","docking protein 7 [Source:HGNC Symbol;Acc:HGNC:26594]","4:3465032-3502552"
"ENSG00000184160",88.055,-0.454,0.095,-4.768,0,0,"4","+",3768074,3770218,"ADRA2C","adrenoceptor alpha 2C [Source:HGNC Symbol;Acc:HGNC:283]","4:3768074-3770218"
"ENSG00000145220",218.237,0.46,0.067,6.88,0,0,"4","-",4269427,4270659,"LYAR","Ly1 antibody reactive [Source:HGNC Symbol;Acc:HGNC:26021]","4:4269427-4270659"
"ENSG00000168818",443.594,0.898,0.054,16.486,0,0,"4","-",4417468,4543737,"STX18","syntaxin 18 [Source:HGNC Symbol;Acc:HGNC:15942]","4:4417468-4543737"
"ENSG00000163132",29.043,0.669,0.155,4.312,0,0,"4","+",4861392,4865663,"MSX1","msh homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7391]","4:4861392-4865663"
"ENSG00000109501",2463.933,0.233,0.041,5.67,0,0,"4","+",6271575,6304610,"WFS1","Wolfram syndrome 1 (wolframin) [Source:HGNC Symbol;Acc:HGNC:12762]","4:6271575-6304610"
"ENSG00000179010",5603.305,0.442,0.044,9.985,0,0,"4","+",6641817,6644456,"MRFAP1","Morf4 family associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24549]","4:6641817-6644456"
"ENSG00000251580",30.704,0.921,0.148,6.237,0,0,"4","-",6672451,6675557,"RP11-539L10.3","","4:6672451-6675557"
"ENSG00000170846",857.373,0.823,0.049,16.645,0,0,"4","+",6675177,6677774,"AC093323.3","","4:6675177-6677774"
"ENSG00000163993",217.36,2.434,0.103,23.565,0,0,"4","+",6694795,6698896,"S100P","S100 calcium binding protein P [Source:HGNC Symbol;Acc:HGNC:10504]","4:6694795-6698896"
"ENSG00000178988",818.05,0.286,0.038,7.584,0,0,"4","-",6709427,6711554,"MRFAP1L1","Morf4 family associated protein 1-like 1 [Source:HGNC Symbol;Acc:HGNC:28796]","4:6709427-6711554"
"ENSG00000186222",241.951,0.594,0.067,8.933,0,0,"4","+",6717841,6719387,"BLOC1S4","biogenesis of lysosomal organelles complex-1, subunit 4, cappuccino [Source:HGNC Symbol;Acc:HGNC:24206]","4:6717841-6719387"
"ENSG00000170871",1201.657,1.471,0.072,20.506,0,0,"4","+",6783101,6826020,"KIAA0232","KIAA0232 [Source:HGNC Symbol;Acc:HGNC:28992]","4:6783101-6826020"
"ENSG00000132405",1826.422,1.389,0.046,30.321,0,0,"4","+",6910968,6925498,"TBC1D14","TBC1 domain family member 14 [Source:HGNC Symbol;Acc:HGNC:29246]","4:6910968-6925498"
"ENSG00000245748",1086.675,1.355,0.047,29.03,0,0,"4","-",7032280,7047958,"RP11-367J11.2","","4:7032280-7047958"
"ENSG00000173013",118.803,2.604,0.113,23.044,0,0,"4","-",7042578,7044728,"CCDC96","coiled-coil domain containing 96 [Source:HGNC Symbol;Acc:HGNC:26900]","4:7042578-7044728"
"ENSG00000173011",865.075,1.454,0.054,26.81,0,0,"4","+",7043625,7056158,"TADA2B","transcriptional adaptor 2B [Source:HGNC Symbol;Acc:HGNC:30781]","4:7043625-7056158"
"ENSG00000109519",661.861,1.255,0.045,27.732,0,0,"4","-",7060632,7069924,"GRPEL1","GrpE-like 1, mitochondrial (E. coli) [Source:HGNC Symbol;Acc:HGNC:19696]","4:7060632-7069924"
"ENSG00000250471",73.529,-0.271,0.106,-2.561,0.01,0.043,"4","+",8176147,8176726,"GMPSP1","guanine monophosphate synthase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39428]","4:8176147-8176726"
"ENSG00000251615",11.301,-0.676,0.208,-3.25,0.001,0.006,"4","-",8356816,8360065,"RP11-774O3.3","","4:8356816-8360065"
"ENSG00000155275",108.973,0.707,0.087,8.08,0,0,"4","+",8437866,8441028,"TRMT44","tRNA methyltransferase 44 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:26653]","4:8437866-8441028"
"ENSG00000215612",47.515,-0.714,0.124,-5.738,0,0,"4","-",8847801,8873348,"HMX1","H6 family homeobox 1 [Source:HGNC Symbol;Acc:HGNC:5017]","4:8847801-8873348"
"ENSG00000109705",18.091,-0.527,0.172,-3.068,0.002,0.011,"4","-",13542453,13546674,"NKX3-2","NK3 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:951]","4:13542453-13546674"
"ENSG00000137449",88.763,0.358,0.114,3.14,0.002,0.009,"4","+",15004297,15071777,"CPEB2","cytoplasmic polyadenylation element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21745]","4:15004297-15071777"
"ENSG00000118579",726.373,0.42,0.038,10.997,0,0,"4","+",17616253,17635728,"MED28","mediator complex subunit 28 [Source:HGNC Symbol;Acc:HGNC:24628]","4:17616253-17635728"
"ENSG00000047662",117.445,0.481,0.086,5.574,0,0,"4","-",17630928,17783135,"FAM184B","family with sequence similarity 184 member B [Source:HGNC Symbol;Acc:HGNC:29235]","4:17630928-17783135"
"ENSG00000163257",485.297,0.779,0.063,12.415,0,0,"4","-",17802277,17812381,"DCAF16","DDB1 and CUL4 associated factor 16 [Source:HGNC Symbol;Acc:HGNC:25987]","4:17802277-17812381"
"ENSG00000109819",23.785,-1.755,0.159,-11.014,0,0,"4","-",23756663,23883734,"PPARGC1A","peroxisome proliferator-activated receptor gamma, coactivator 1 alpha [Source:HGNC Symbol;Acc:HGNC:9237]","4:23756663-23883734"
"ENSG00000261121",5.286,-0.796,0.246,-3.238,0.001,0.007,"4","+",24661478,24673191,"RP11-496D24.2","","4:24661478-24673191"
"ENSG00000168228",111.192,0.225,0.083,2.708,0.007,0.03,"4","+",25314406,25354163,"ZCCHC4","zinc finger, CCHC domain containing 4 [Source:HGNC Symbol;Acc:HGNC:22917]","4:25314406-25354163"
"ENSG00000169851",43.867,0.983,0.142,6.935,0,0,"4","+",30722036,30733590,"PCDH7","protocadherin 7 [Source:HGNC Symbol;Acc:HGNC:8659]","4:30722036-30733590"
"ENSG00000047365",209.37,-0.362,0.101,-3.587,0,0.002,"4","-",35949842,36075457,"ARAP2","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16924]","4:35949842-36075457"
"ENSG00000154274",1313.329,0.104,0.037,2.824,0.005,0.022,"4","+",37455562,37593448,"C4orf19","chromosome 4 open reading frame 19 [Source:HGNC Symbol;Acc:HGNC:25618]","4:37455562-37593448"
"ENSG00000065882",260.371,-0.215,0.059,-3.617,0,0.002,"4","+",37892707,38139240,"TBC1D1","TBC1 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:11578]","4:37892707-38139240"
"ENSG00000197712",245.952,-0.208,0.059,-3.542,0,0.002,"4","+",38869297,38893416,"FAM114A1","family with sequence similarity 114 member A1 [Source:HGNC Symbol;Acc:HGNC:25087]","4:38869297-38893416"
"ENSG00000109790",234.214,0.233,0.078,2.966,0.003,0.015,"4","+",39046658,39123829,"KLHL5","kelch like family member 5 [Source:HGNC Symbol;Acc:HGNC:6356]","4:39046658-39123829"
"ENSG00000109814",269.409,-0.325,0.069,-4.696,0,0,"4","-",39500374,39529238,"UGDH","UDP-glucose 6-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12525]","4:39500374-39529238"
"ENSG00000249348",281.27,-0.259,0.075,-3.459,0.001,0.003,"4","+",39529638,39596327,"UGDH-AS1","UGDH antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40601]","4:39529638-39596327"
"ENSG00000249064",41.904,-0.601,0.143,-4.215,0,0,"4","+",40021859,40023137,"KRT18P25","keratin 18 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:33394]","4:40021859-40023137"
"ENSG00000168421",36.454,-0.499,0.13,-3.826,0,0.001,"4","+",40192672,40245615,"RHOH","ras homolog family member H [Source:HGNC Symbol;Acc:HGNC:686]","4:40192672-40245615"
"ENSG00000163694",494.281,0.492,0.074,6.637,0,0,"4","-",40425271,40631883,"RBM47","RNA binding motif protein 47 [Source:HGNC Symbol;Acc:HGNC:30358]","4:40425271-40631883"
"ENSG00000248780",13.741,1.041,0.198,5.258,0,0,"4","+",40788126,40788727,"ARL4AP2","ADP ribosylation factor like GTPase 4A pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:32379]","4:40788126-40788727"
"ENSG00000163697",691.645,0.334,0.062,5.367,0,0,"4","-",40812043,41216635,"APBB2","amyloid beta (A4) precursor protein-binding, family B, member 2 [Source:HGNC Symbol;Acc:HGNC:582]","4:40812043-41216635"
"ENSG00000064042",239.717,0.199,0.069,2.875,0.004,0.019,"4","+",41361623,41701020,"LIMCH1","LIM and calponin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:29191]","4:41361623-41701020"
"ENSG00000109133",493.788,0.168,0.049,3.453,0.001,0.003,"4","+",41937136,41962589,"TMEM33","transmembrane protein 33 [Source:HGNC Symbol;Acc:HGNC:25541]","4:41937136-41962589"
"ENSG00000014824",830.984,0.157,0.056,2.819,0.005,0.022,"4","+",41992488,42092474,"SLC30A9","solute carrier family 30 (zinc transporter), member 9 [Source:HGNC Symbol;Acc:HGNC:1329]","4:41992488-42092474"
"ENSG00000251350",30.625,-1.094,0.141,-7.743,0,0,"4","+",44018877,44022273,"LVCAT1","liver cancer-associated transcript 1 [Source:EntrezGene;Acc:100506827]","4:44018877-44022273"
"ENSG00000249936",661.686,0.22,0.046,4.777,0,0,"4","-",46725792,46726625,"RAC1P2","ras-related C3 botulinum toxin substrate 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31414]","4:46725792-46726625"
"ENSG00000145246",113.675,-0.303,0.1,-3.04,0.002,0.012,"4","+",47487304,47595503,"ATP10D","ATPase, class V, type 10D [Source:HGNC Symbol;Acc:HGNC:13549]","4:47487304-47595503"
"ENSG00000170448",121.113,0.245,0.083,2.971,0.003,0.014,"4","-",47849256,47880721,"NFXL1","nuclear transcription factor, X-box binding-like 1 [Source:HGNC Symbol;Acc:HGNC:18726]","4:47849256-47880721"
"ENSG00000075539",584.24,1.137,0.073,15.669,0,0,"4","-",48499377,48636427,"FRYL","FRY like transcription coactivator [Source:HGNC Symbol;Acc:HGNC:29127]","4:48499377-48636427"
"ENSG00000145216",391.09,0.151,0.052,2.934,0.003,0.016,"4","+",54243809,54256764,"FIP1L1","factor interacting with PAPOLA and CPSF1 [Source:HGNC Symbol;Acc:HGNC:19124]","4:54243809-54256764"
"ENSG00000072201",246,1.553,0.075,20.774,0,0,"4","-",54325467,54424384,"LNX1","ligand of numb-protein X 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:6657]","4:54325467-54424384"
"ENSG00000109220",41.419,0.331,0.122,2.722,0.006,0.029,"4","-",54875955,54930857,"CHIC2","cysteine rich hydrophobic domain 2 [Source:HGNC Symbol;Acc:HGNC:1935]","4:54875955-54930857"
"ENSG00000134851",532.118,0.206,0.049,4.228,0,0,"4","+",56262123,56291824,"TMEM165","transmembrane protein 165 [Source:HGNC Symbol;Acc:HGNC:30760]","4:56262123-56291824"
"ENSG00000174799",162.469,-0.273,0.076,-3.588,0,0.002,"4","+",56815036,56827091,"CEP135","centrosomal protein 135kDa [Source:HGNC Symbol;Acc:HGNC:29086]","4:56815036-56827091"
"ENSG00000109265",40.513,-0.327,0.121,-2.697,0.007,0.03,"4","+",57036360,57193986,"KIAA1211","KIAA1211 [Source:HGNC Symbol;Acc:HGNC:29219]","4:57036360-57193986"
"ENSG00000174780",992.424,0.18,0.062,2.898,0.004,0.018,"4","+",57333080,57369273,"SRP72","signal recognition particle 72kDa [Source:HGNC Symbol;Acc:HGNC:11303]","4:57333080-57369273"
"ENSG00000248590",96.303,0.791,0.094,8.444,0,0,"4","+",57459169,57461847,"GLDCP1","glycine dehydrogenase (decarboxylase) pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4314]","4:57459169-57461847"
"ENSG00000084092",368.812,0.201,0.052,3.895,0,0.001,"4","-",57829535,57844989,"NOA1","nitric oxide associated 1 [Source:HGNC Symbol;Acc:HGNC:28473]","4:57829535-57844989"
"ENSG00000180673",41.999,0.37,0.139,2.662,0.008,0.033,"4","+",63682543,63684512,"EXOC5P1","exocyst complex component 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43870]","4:63682543-63684512"
"ENSG00000033178",628.964,0.249,0.071,3.516,0,0.003,"4","-",68478369,68566897,"UBA6","ubiquitin-like modifier activating enzyme 6 [Source:HGNC Symbol;Acc:HGNC:25581]","4:68478369-68566897"
"ENSG00000083896",730.93,-0.521,0.058,-9.035,0,0,"4","-",69176104,69215807,"YTHDC1","YTH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30626]","4:69176104-69215807"
"ENSG00000162840",11.151,0.805,0.207,3.897,0,0.001,"4","+",69242040,69242223,"MT2P1","metallothionein 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7407]","4:69242040-69242223"
"ENSG00000087128",4.233,0.813,0.255,3.19,0.001,0.008,"4","+",69313166,69363322,"TMPRSS11E","transmembrane protease, serine 11E [Source:HGNC Symbol;Acc:HGNC:24465]","4:69313166-69363322"
"ENSG00000126550",16.68,-0.497,0.182,-2.737,0.006,0.027,"4","+",70916118,70924562,"HTN1","histatin 1 [Source:HGNC Symbol;Acc:HGNC:5283]","4:70916118-70924562"
"ENSG00000132467",289.023,0.229,0.057,4.001,0,0,"4","+",71554195,71556267,"UTP3","UTP3, small subunit (SSU) processome component, homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:24477]","4:71554195-71556267"
"ENSG00000018189",145.227,-0.25,0.082,-3.058,0.002,0.011,"4","+",71569920,71570947,"RUFY3","RUN and FYVE domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30285]","4:71569920-71570947"
"ENSG00000163626",152.065,0.202,0.072,2.809,0.005,0.023,"4","-",73921796,73935458,"COX18","COX18 cytochrome c oxidase assembly factor [Source:HGNC Symbol;Acc:HGNC:26801]","4:73921796-73935458"
"ENSG00000132466",1088.463,0.537,0.079,6.778,0,0,"4","-",73939092,74124502,"ANKRD17","ankyrin repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:23575]","4:73939092-74124502"
"ENSG00000081041",1.76,0.942,0.259,3.642,0,0.002,"4","-",74962751,74965010,"CXCL2","chemokine (C-X-C motif) ligand 2 [Source:HGNC Symbol;Acc:HGNC:4603]","4:74962751-74965010"
"ENSG00000182585",18.669,1.859,0.199,9.344,0,0,"4","+",75174189,75181024,"EPGN","epithelial mitogen [Source:HGNC Symbol;Acc:HGNC:17470]","4:75174189-75181024"
"ENSG00000109321",86.542,-0.228,0.091,-2.504,0.012,0.049,"4","+",75310850,75320726,"AREG","amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]","4:75310850-75320726"
"ENSG00000205595",78.22,-0.353,0.095,-3.699,0,0.001,"4","+",75480628,75490486,NA,NA,"4:75480628-75490486"
"ENSG00000249858",43.946,0.394,0.125,3.151,0.002,0.009,"4","+",77265702,77266743,"SNX5P1","sorting nexin 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:41512]","4:77265702-77266743"
"ENSG00000138771",622.708,1.066,0.057,18.851,0,0,"4","+",77356252,77704406,"SHROOM3","shroom family member 3 [Source:HGNC Symbol;Acc:HGNC:30422]","4:77356252-77704406"
"ENSG00000186212",202.093,0.382,0.089,4.309,0,0,"4","-",77816081,77819002,"SOWAHB","sosondowah ankyrin repeat domain family member B [Source:HGNC Symbol;Acc:HGNC:32958]","4:77816081-77819002"
"ENSG00000138758",1437.639,0.381,0.081,4.731,0,0,"4","+",77870855,77959767,"SEPT11","septin 11 [Source:HGNC Symbol;Acc:HGNC:25589]","4:77870855-77959767"
"ENSG00000138764",488.309,-0.436,0.085,-5.147,0,0,"4","+",78078303,78091212,"CCNG2","cyclin G2 [Source:HGNC Symbol;Acc:HGNC:1593]","4:78078303-78091212"
"ENSG00000138772",354.863,0.178,0.063,2.826,0.005,0.022,"4","+",79472672,79531575,"ANXA3","annexin A3 [Source:HGNC Symbol;Acc:HGNC:541]","4:79472672-79531575"
"ENSG00000251442",3.867,1.007,0.261,3.858,0,0.001,"4","+",79567056,79584458,"LINC01094","long intergenic non-protein coding RNA 1094 [Source:HGNC Symbol;Acc:HGNC:49219]","4:79567056-79584458"
"ENSG00000138756",229.128,0.779,0.081,9.626,0,0,"4","+",79697495,79800589,"BMP2K","BMP2 inducible kinase [Source:HGNC Symbol;Acc:HGNC:18041]","4:79697495-79800589"
"ENSG00000163291",304.822,0.577,0.088,6.527,0,0,"4","-",79808280,79860513,"PAQR3","progestin and adipoQ receptor family member III [Source:HGNC Symbol;Acc:HGNC:30130]","4:79808280-79860513"
"ENSG00000163297",35.725,0.39,0.134,2.915,0.004,0.017,"4","-",80822302,80994240,"ANTXR2","anthrax toxin receptor 2 [Source:HGNC Symbol;Acc:HGNC:21732]","4:80822302-80994240"
"ENSG00000138670",23.098,0.576,0.161,3.578,0,0.002,"4","-",82347546,82392390,"RASGEF1B","RasGEF domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24881]","4:82347546-82392390"
"ENSG00000145293",455.506,0.161,0.055,2.938,0.003,0.016,"4","+",83351714,83382244,"ENOPH1","enolase-phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:24599]","4:83351714-83382244"
"ENSG00000138678",8.021,-1.202,0.228,-5.263,0,0,"4","+",84457066,84465766,"GPAT3","glycerol-3-phosphate acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:28157]","4:84457066-84465766"
"ENSG00000163624",410.684,-0.353,0.074,-4.797,0,0,"4","+",85504131,85572491,"CDS1","CDP-diacylglycerol synthase 1 [Source:HGNC Symbol;Acc:HGNC:1800]","4:85504131-85572491"
"ENSG00000172493",745.347,1.526,0.082,18.522,0,0,"4","+",87856153,87969201,"AFF1","AF4/FMR2 family member 1 [Source:HGNC Symbol;Acc:HGNC:7135]","4:87856153-87969201"
"ENSG00000145332",252.34,0.972,0.094,10.388,0,0,"4","-",88081254,88141760,"KLHL8","kelch like family member 8 [Source:HGNC Symbol;Acc:HGNC:18644]","4:88081254-88141760"
"ENSG00000118777",4.77,0.654,0.252,2.593,0.01,0.04,"4","-",89011415,89152474,"ABCG2","ATP binding cassette subfamily G member 2 (Junior blood group) [Source:HGNC Symbol;Acc:HGNC:74]","4:89011415-89152474"
"ENSG00000163644",837.856,0.434,0.074,5.898,0,0,"4","-",89178771,89205888,"PPM1K","protein phosphatase, Mg2+/Mn2+ dependent 1K [Source:HGNC Symbol;Acc:HGNC:25415]","4:89178771-89205888"
"ENSG00000138646",65.456,1.719,0.133,12.951,0,0,"4","+",89378267,89427314,"HERC5","HECT and RLD domain containing E3 ubiquitin protein ligase 5 [Source:HGNC Symbol;Acc:HGNC:24368]","4:89378267-89427314"
"ENSG00000145337",346.162,0.502,0.052,9.61,0,0,"4","-",89442135,89444964,"PYURF","PIGY upstream reading frame [Source:HGNC Symbol;Acc:HGNC:44317]","4:89442135-89444964"
"ENSG00000138641",486.254,0.446,0.048,9.201,0,0,"4","+",89442198,89444964,"HERC3","HECT and RLD domain containing E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:4876]","4:89442198-89444964"
"ENSG00000138696",15.786,-0.721,0.174,-4.135,0,0,"4","+",95679118,96079599,"BMPR1B","bone morphogenetic protein receptor type IB [Source:HGNC Symbol;Acc:HGNC:1077]","4:95679118-96079599"
"ENSG00000168785",279.672,1.495,0.066,22.699,0,0,"4","-",99391517,99579721,"TSPAN5","tetraspanin 5 [Source:HGNC Symbol;Acc:HGNC:17753]","4:99391517-99579721"
